knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K06612	588.50	full	all	0.981928	396	338	1192	411	0.94	0.591	alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8B) [EC:2.4.3.-]
K06613	394.87	full	all	0.997396	499	387	1313	515	1.21	0.590	alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8C) [EC:2.4.3.-]
K06614	563.90	full	all	0.963478	326	270	1041	410	1.16	0.589	alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8D) [EC:2.4.3.-]
K06615	445.00	full	all	0.967192	297	284	1607	463	1.41	0.590	alpha-N-acetyl-neuraminate alpha-2,8-sialyltransferase (sialyltransferase 8F) [EC:2.4.3.-]
K06616	461.70	full	all	0.969458	545	540	2881	475	2.00	0.590	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (sialyltransferase 7B) [EC:2.4.3.3]
K06617	911.83	full	all	0.968794	897	875	3365	827	2.19	0.590	raffinose synthase [EC:2.4.1.82]
K06618	581.30	domain	all	0.979394	429	421	3283	962	2.77	0.590	retinoblastoma-associated protein
K06619	1228.17	full	all	0.930323	661	653	8458	1186	3.44	0.590	abelson tyrosine-protein kinase 1 [EC:2.7.10.2]
K06620	370.27	full	all	0.815724	1254	1186	4787	533	5.50	0.590	transcription factor E2F3
K06621	253.07	full	all	0.618318	130	117	497	213	3.85	0.590	cyclin-dependent kinase inhibitor 2A
K06622	201.47	domain	trim	0.953668	393	299	676	256	3.07	0.590	cyclin-dependent kinase inhibitor 2C
K06623	221.90	domain	all	0.976985	309	262	561	276	2.41	0.590	cyclin-dependent kinase inhibitor 2D
K06624	124.30	full	all	0.894497	573	497	1169	254	6.99	0.590	cyclin-dependent kinase inhibitor 1B
K06625	134.03	full	all	0.989812	593	546	858	252	4.91	0.590	cyclin-dependent kinase inhibitor 1A
K06626	253.93	domain	all	0.999522	1114	1048	3360	560	2.81	0.590	G1/S-specific cyclin-E1
K06627	342.77	domain	all	0.957210	2549	2417	4657	435	5.80	0.590	cyclin-A
K06628	165.97	full	all	0.998526	1054	1016	4345	710	4.00	0.590	cell division control protein 45
K06629	190.87	domain	trim	0.994935	703	689	3298	855	6.43	0.590	protein DBF4
K06630	453.73	domain	all	0.896908	3216	2558	3539	403	7.62	0.590	14-3-3 protein epsilon
K06631	769.20	full	all	0.882200	811	756	5737	825	2.96	0.590	polo-like kinase 1 [EC:2.7.11.21]
K06632	301.37	domain	all	0.987869	1303	1248	5351	659	3.71	0.590	wee1-like protein kinase [EC:2.7.11.1]
K06633	315.00	domain	all	0.965728	477	465	2849	498	4.12	0.590	membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase [EC:2.7.11.1]
K06634	136.97	full	all	0.976468	1046	965	2883	393	5.30	0.590	cyclin H
K06635	80.10	full	all	1.000000	490	463	1164	351	4.15	0.590	securin
K06636	612.17	full	all	0.987044	1423	1285	7744	1355	5.03	0.590	structural maintenance of chromosome 1
K06637	640.57	domain	trim	0.897113	353	344	3347	1176	3.58	0.590	mitotic checkpoint serine/threonine-protein kinase BUB1 beta [EC:2.7.11.1]
K06639	138.07	domain	all	0.998624	1479	1453	7128	630	3.63	0.590	cell division cycle 14 [EC:3.1.3.16 3.1.3.48]
K06640	1260.33	full	trim	0.968096	929	921	17229	2595	6.29	0.590	serine/threonine-protein kinase ATR [EC:2.7.11.1]
K06641	422.30	domain	all	0.955054	793	771	4275	891	4.53	0.590	serine/threonine-protein kinase CHEK2 [EC:2.7.11.1]
K06642	823.90	full	all	1.000000	562	559	12341	4075	5.32	0.590	DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]
K06643	389.37	full	all	0.888112	512	473	3232	502	4.20	0.590	E3 ubiquitin-protein ligase Mdm2 [EC:2.3.2.27]
K06644	455.17	domain	all	0.973022	251	172	470	248	0.77	0.590	stratifin
K06645	638.27	full	all	0.941609	287	272	1246	512	1.61	0.591	M-phase inducer phosphatase 1 [EC:3.1.3.48]
K06646	247.60	full	all	0.974321	40	39	1008	480	2.55	0.590	G1/S-specific cyclin CLN3
K06647	570.93	full	all	0.992832	144	141	2424	805	2.59	0.590	transcription factor MBP1
K06648	439.07	full	all	0.968545	80	78	1846	797	3.38	0.590	regulatory protein SWI6
K06649	562.20	full	all	0.976160	40	40	2203	881	1.83	0.589	regulatory protein SWI4
K06650	505.57	full	all	0.835913	23	23	780	529	0.97	0.589	G1/S-specific cyclin CLN2
K06651	472.97	full	all	1.000000	24	24	730	415	0.95	0.589	S-phase entry cyclin 5/6
K06652	323.63	full	all	1.000000	35	35	1937	914	4.18	0.590	cyclin-dependent kinase inhibitor FAR1
K06653	779.97	full	all	0.981604	138	138	4043	1444	2.20	0.589	CDK inhibitor PHO81
K06654	358.63	full	all	1.000000	21	20	584	328	0.95	0.589	phosphate system cyclin PHO80
K06655	510.17	domain	trim	0.886773	175	168	1055	419	1.72	0.589	negative regulator of the PHO system [EC:2.7.11.22]
K06656	274.03	full	all	0.955674	168	164	1359	478	3.49	0.590	PHO85 cyclin-1
K06657	262.07	domain	trim	0.850806	43	38	512	309	1.32	0.591	PHO85 cyclin-2/9
K06658	-	-	-	-	2	2	317	314	0.43	0.592	phosphate system positive regulatory protein PHO4
K06659	506.67	full	all	0.970291	98	98	1432	605	1.47	0.590	G2/mitotic-specific cyclin 3/4
K06660	820.20	full	trim	0.882883	60	58	1474	697	1.38	0.591	cell cycle serine/threonine-protein kinase CDC5/MSD2 [EC:2.7.11.21]
K06661	235.47	full	all	0.857143	36	36	2711	1057	5.50	0.590	DNA repair protein RAD9
K06662	159.43	domain	trim	0.994692	964	943	5167	841	7.66	0.590	cell cycle checkpoint protein
K06663	228.13	full	all	1.000000	38	38	898	502	2.38	0.590	DNA damage checkpoint protein
K06664	111.30	full	all	0.996859	995	958	2425	452	6.14	0.590	peroxin-2
K06665	469.70	full	trim	0.964579	162	155	3554	784	3.08	0.590	general transcriptional corepressor CYC8
K06666	532.93	domain	all	0.997101	178	172	2678	669	1.63	0.590	general transcriptional corepressor TUP1
K06667	218.70	domain	trim	0.961975	38	34	471	355	1.58	0.590	serine/threonine-protein kinase CAK1 [EC:2.7.11.22]
K06668	954.70	domain	all	0.943188	40	40	2387	1153	1.69	0.589	serine/threonine-protein kinase GIN4 [EC:2.7.11.-]
K06669	674.13	full	trim	0.991968	975	751	4027	1639	2.47	0.590	structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6)
K06670	151.30	full	all	0.981722	1885	1743	10218	701	9.77	0.590	cohesin complex subunit SCC1
K06671	121.77	full	all	0.851147	1928	1709	9349	1272	6.12	0.590	cohesin complex subunit SA-1/2
K06672	303.27	full	all	0.998148	1107	1085	15302	1896	6.33	0.590	cohesin loading factor subunit SCC2
K06673	516.27	full	all	1.000000	19	19	838	641	1.42	0.591	cohesin loading factor subunit SCC4
K06674	598.77	full	all	0.998073	1066	1043	8203	1605	2.91	0.590	structural maintenance of chromosome 2
K06675	687.00	full	all	0.999467	951	937	6162	1826	3.03	0.590	structural maintenance of chromosome 4
K06676	112.70	full	all	1.000000	1139	1126	5904	665	6.66	0.590	condensin complex subunit 2
K06677	269.30	full	all	1.000000	1017	1012	8733	1673	7.43	0.590	condensin complex subunit 1
K06678	102.17	full	all	0.999015	1021	1014	7501	1066	8.89	0.590	condensin complex subunit 3
K06679	283.17	full	all	0.931920	974	959	5622	908	9.77	0.590	mitotic spindle assembly checkpoint protein MAD1
K06680	623.80	full	all	0.555556	8	8	543	395	1.10	0.591	spindle assembly checkpoint component MAD3
K06681	427.90	full	all	1.000000	54	54	4519	1231	3.64	0.590	Gdp/GTP exchange factor required for growth at low temperatures
K06682	269.87	full	trim	0.970911	183	169	718	301	1.24	0.591	Gtp-binding protein of the ras superfamily involved in termination of M-phase
K06683	500.63	domain	all	1.000000	36	36	2371	1043	2.06	0.591	cell division control protein CDC15 [EC:2.7.11.1]
K06684	713.87	domain	trim	0.898778	145	140	1396	633	0.94	0.592	cell cycle protein kinase DBF2 [EC:2.7.11.-]
K06685	57.97	full	all	0.981258	1830	1166	3879	354	4.59	0.590	MOB kinase activator 1
K06686	979.43	domain	all	0.488889	4	4	655	564	0.49	0.590	cell cycle protein kinase DBF20 [EC:2.7.11.-]
K06687	731.53	full	all	1.000000	20	20	2495	1244	1.79	0.589	nucleolar protein involved in exit from mitosis
K06688	184.53	domain	all	0.984630	1269	1037	1387	358	3.70	0.590	ubiquitin-conjugating enzyme E2 C [EC:2.3.2.23]
K06689	284.63	full	all	0.863730	4245	2196	3771	260	4.28	0.590	ubiquitin-conjugating enzyme E2 D [EC:2.3.2.23]
K06691	50.53	full	all	0.986219	1128	1003	3893	557	7.76	0.590	26S proteasome regulatory subunit N13
K06692	126.90	full	all	0.998035	787	762	1982	559	5.99	0.590	26S proteasome non-ATPase regulatory subunit 5
K06693	82.93	domain	all	0.993317	1031	974	1759	316	7.32	0.590	26S proteasome regulatory subunit N4
K06694	188.80	domain	all	0.937583	982	882	1793	308	9.09	0.590	26S proteasome non-ATPase regulatory subunit 10
K06695	47.73	domain	all	0.998747	854	800	1558	402	7.21	0.590	26S proteasome regulatory subunit, ATPase 3, interacting protein
K06696	337.43	full	all	0.975755	323	254	905	566	1.61	0.590	proteasome activator subunit 1 (PA28 alpha)
K06697	346.67	full	all	0.948031	357	294	613	355	2.05	0.590	proteasome activator subunit 2 (PA28 beta)
K06698	276.97	full	all	0.931716	812	588	1391	380	4.60	0.590	proteasome activator subunit 3 (PA28 gamma)
K06699	243.70	full	all	1.000000	1083	1069	10584	2015	8.00	0.590	proteasome activator subunit 4
K06700	71.77	domain	all	0.991053	892	840	1895	325	8.03	0.590	proteasome inhibitor subunit 1 (PI31)
K06702	595.50	domain	trim	0.893188	393	388	3375	963	2.51	0.590	CDW93 antigen
K06704	483.00	full	all	0.944716	1386	1334	11492	802	3.32	0.590	disintegrin and metalloproteinase domain-containing protein 10 [EC:3.4.24.81]
K06706	612.90	domain	trim	0.703119	367	361	2360	815	1.45	0.590	CD248 antigen, endosialin
K06707	115.50	domain	all	0.980052	394	380	1399	370	6.97	0.590	B- and T-lymphocyte attenuator
K06708	294.60	domain	all	0.959603	254	245	1128	389	2.92	0.590	programmed cell death 1 ligand 2
K06709	409.70	full	all	0.987874	1900	1872	15415	1004	3.79	0.590	[histone H3]-trimethyl-L-lysine9/36 demethylase [EC:1.14.11.66 1.14.11.69]
K06710	202.13	domain	all	0.930352	364	359	1998	472	5.18	0.590	inducible T-cell co-stimulator ligand
K06711	192.20	full	trim	0.977644	679	656	2894	525	3.02	0.590	hypoxia-inducible factor prolyl 4-hydroxylase [EC:1.14.11.-]
K06712	257.20	domain	all	0.902862	3478	3452	20988	622	8.73	0.590	butyrophilin
K06713	149.20	full	all	0.995526	252	225	958	299	2.13	0.590	inducible T-cell co-stimulator
K06714	492.53	full	all	0.923465	812	683	1366	518	3.00	0.590	arginine utilization regulatory protein
K06715	418.77	domain	all	0.992645	349	340	1137	476	1.22	0.590	prostaglandin D2 receptor 2
K06716	325.60	full	all	0.814366	659	639	2570	409	4.19	0.590	ADP-ribosyltransferase 1 [EC:2.4.2.31]
K06717	302.40	domain	trim	0.917752	270	257	764	422	3.02	0.590	ADP-ribosyltransferase 4 [EC:2.4.2.31]
K06718	90.57	full	all	0.992068	1024	938	628	264	3.39	0.590	L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]
K06719	225.63	domain	all	0.749597	755	744	4103	359	9.18	0.590	CD300 antigen
K06720	90.50	full	all	0.997180	1234	1064	403	164	2.50	0.590	L-ectoine synthase [EC:4.2.1.108]
K06721	301.87	domain	all	0.422165	512	497	2127	397	8.99	0.590	C-type lectin domain family 10 member A
K06722	161.60	domain	all	0.741000	220	209	957	327	2.20	0.590	CD302 antigen
K06723	296.70	domain	trim	0.779762	36	34	427	213	1.44	0.590	C-type lectin domain family 4 member C
K06724	1155.67	domain	all	0.973699	520	508	3484	1021	1.17	0.589	neuropilin 1
K06725	164.83	domain	trim	0.932244	216	213	1608	324	4.10	0.590	leukocyte-associated Ig-like receptor
K06726	101.90	full	all	0.983777	2174	1615	377	201	5.42	0.590	D-ribose pyranase [EC:5.4.99.62]
K06727	207.63	domain	all	0.827875	1572	1565	37008	839	9.54	0.590	Fc receptor-like protein
K06728	187.37	domain	trim	0.967567	155	142	796	303	1.99	0.590	killer cell lectin-like receptor subfamily K member 1
K06729	429.93	domain	trim	0.995247	425	419	2120	930	1.41	0.589	prostaglandin F2 receptor negative regulator
K06730	525.67	domain	all	0.985872	302	287	1892	650	1.36	0.590	immunoglobulin superfamily, member 8
K06731	79.93	full	all	1.000000	154	151	844	253	3.68	0.590	bone marrow stromal cell antigen 2
K06732	361.17	full	all	1.000000	499	495	2584	919	2.59	0.590	CUB domain-containing protein 1
K06733	239.17	domain	trim	0.854168	185	179	968	527	3.64	0.590	SLAM family member 7
K06734	258.03	domain	all	0.981273	148	142	959	388	1.76	0.590	CD320 antigen
K06735	335.83	domain	all	0.975960	522	487	1703	438	3.25	0.590	junctional adhesion molecule 2
K06736	1541.83	domain	all	0.941736	530	500	4370	978	1.35	0.589	cadherin 2, type 1, N-cadherin
K06737	424.07	domain	all	0.756671	445	426	1508	374	1.65	0.590	epithelial cell adhesion molecule
K06738	628.50	domain	trim	0.574163	48	47	1144	470	2.67	0.590	sialic acid binding Ig-like lectin 6
K06739	854.33	domain	all	0.841270	12	12	825	471	0.82	0.589	sialic acid binding Ig-like lectin 7
K06740	778.93	domain	all	0.523587	42	42	833	457	1.74	0.591	sialic acid binding Ig-like lectin 9
K06741	378.10	domain	trim	0.942588	123	118	1262	520	1.59	0.590	natural cytotoxicity triggering receptor 1
K06742	145.53	domain	all	0.975400	107	104	1260	373	3.35	0.590	natural cytotoxicity triggering receptor 2
K06743	105.37	domain	all	0.959491	176	162	783	282	4.08	0.590	natural cytotoxicity triggering receptor 3
K06744	99.97	domain	all	0.998004	263	254	1325	379	4.81	0.590	programmed cell death protein 1
K06745	204.73	domain	trim	0.762758	548	526	1653	329	8.05	0.590	programmed cell death 1 ligand 1
K06746	206.97	domain	all	0.826388	785	766	4681	413	7.41	0.590	immune costimulatory protein B7-H3
K06747	203.93	domain	all	0.929067	418	386	1193	339	4.44	0.590	immune costimulatory protein B7-H4
K06748	640.27	domain	all	0.358046	159	157	1964	536	4.54	0.590	sialic acid binding Ig-like lectin 8
K06749	494.17	domain	all	0.685281	265	264	7715	877	3.39	0.590	sialic acid binding Ig-like lectin 10
K06750	1174.43	full	trim	0.556391	38	28	981	682	0.81	0.589	sialic acid binding Ig-like lectin 11
K06751	218.73	full	all	0.826215	4075	4050	12502	445	7.46	0.590	MHC class I antigen
K06752	138.63	domain	all	0.929589	3964	3862	6118	384	12.37	0.590	MHC class II antigen
K06753	1990.07	domain	all	0.942957	516	511	4903	1690	2.50	0.590	roundabout, axon guidance receptor 1
K06754	1323.23	domain	all	0.727053	967	960	9648	1334	6.52	0.590	roundabout, axon guidance receptor 2
K06755	1750.23	domain	trim	0.917857	390	388	5011	1402	2.39	0.590	roundabout, axon guidance receptor 3
K06756	1400.03	domain	all	0.839812	893	880	10777	1492	5.53	0.590	neuronal cell adhesion molecule
K06757	1593.73	domain	all	0.898886	513	512	4645	1413	1.38	0.591	neurofascin
K06758	1391.27	domain	all	0.963188	510	506	3314	1265	2.10	0.590	L1 cell adhesion molecule like protein
K06759	1416.90	domain	all	0.950122	519	496	3281	1072	2.24	0.589	contactin 1
K06760	1542.87	domain	all	0.943718	412	405	3849	1251	2.15	0.590	contactin 2
K06761	1660.20	domain	all	0.877951	495	487	4677	1143	2.25	0.590	contactin 3
K06762	1651.87	domain	trim	0.867422	641	624	4178	1165	2.42	0.591	contactin 4
K06763	1399.27	domain	all	0.951056	361	354	3409	1130	2.04	0.590	contactin 5
K06764	1587.07	domain	all	0.937698	250	248	2638	1047	1.62	0.591	contactin 6
K06765	1812.67	domain	all	0.916223	346	344	5366	1488	1.62	0.590	deleted in colorectal carcinoma
K06766	1680.90	domain	all	0.844042	624	619	7851	1508	3.56	0.590	neogenin
K06767	2230.70	domain	trim	0.748457	840	812	11675	1915	3.75	0.590	Down syndrome cell adhesion molecule
K06768	2517.90	domain	all	0.855939	573	553	7521	1965	3.19	0.590	Down syndrome cell adhesion molecule-like protein 1
K06769	538.43	domain	all	0.912354	360	352	5785	866	2.62	0.590	intercellular adhesion molecule 5
K06770	157.67	full	all	0.983886	797	721	2026	370	5.15	0.590	myelin protein zero
K06771	365.30	domain	trim	0.798422	605	593	4088	610	5.20	0.590	myelin associated glycoprotein
K06772	455.67	domain	all	0.825861	448	350	1564	392	5.26	0.590	limbic system-associated membrane protein
K06773	527.20	domain	trim	0.670516	808	715	3021	417	4.18	0.590	opioid binding protein/cell adhesion molecule-like
K06774	380.83	domain	all	0.862996	1386	1311	3468	496	4.94	0.590	neurotrimin
K06775	469.87	domain	all	0.896073	407	325	1613	416	4.93	0.590	neuronal growth regulator 1
K06776	1355.70	full	all	0.882533	458	452	4274	1131	3.37	0.590	receptor-type tyrosine-protein phosphatase kappa [EC:3.1.3.48]
K06777	2902.20	domain	all	0.821568	565	559	7145	1890	4.24	0.590	receptor-type tyrosine-protein phosphatase delta [EC:3.1.3.48]
K06778	3269.73	domain	all	0.767179	517	511	7222	1999	2.51	0.590	receptor-type tyrosine-protein phosphatase S [EC:3.1.3.48]
K06779	154.23	domain	all	1.000000	230	229	2264	469	3.23	0.590	mucosal vascular addressin cell adhesion molecule 1
K06780	532.30	domain	all	0.914794	369	343	2184	475	3.61	0.590	cell adhesion molecule 3
K06781	462.43	domain	all	0.968539	523	490	1873	476	2.85	0.590	cell adhesion molecule 1
K06782	535.23	domain	all	0.905704	551	504	1960	522	6.12	0.590	cell adhesion molecule 2
K06783	423.83	domain	all	0.940753	340	295	1942	441	3.69	0.590	cell adhesion molecule 4
K06784	573.67	domain	all	0.994302	357	354	3141	1193	2.48	0.590	roundabout, axon guidance receptor 4
K06785	321.37	domain	all	0.988648	531	491	2229	487	2.06	0.590	junctional adhesion molecule 3
K06786	94.67	domain	all	0.995650	459	458	1990	432	4.08	0.590	junctional adhesion molecule 4
K06787	340.63	domain	all	0.975250	504	496	2287	470	2.31	0.590	endothelial cell adhesion molecule
K06788	325.60	domain	all	0.971192	674	642	2096	481	4.43	0.590	coxsackievirus and adenovirus receptor
K06789	344.93	domain	all	0.994578	494	465	1409	443	1.72	0.590	adipocyte-specific adhesion molecule
K06790	236.17	domain	all	0.975420	506	502	2260	368	3.73	0.590	cell surface A33 antigen
K06791	319.63	domain	all	0.986363	497	479	1780	519	2.48	0.590	immunoglobulin superfamily, member 11
K06792	719.20	domain	all	0.983818	466	466	11643	1842	1.92	0.590	aggrecan 1
K06793	834.00	domain	all	0.955991	338	338	15466	2686	4.28	0.590	versican core protein
K06794	1063.80	domain	all	0.848705	518	518	9192	1315	2.58	0.590	neurocan core protein
K06795	938.03	domain	all	0.881974	347	347	5800	1036	2.18	0.590	brevican
K06796	1345.27	domain	all	0.896007	206	204	1897	846	0.78	0.591	cadherin 3, type 1, P-cadherin
K06797	1566.00	domain	all	0.917694	505	494	3495	988	1.38	0.589	cadherin 4, type 1, R-cadherin
K06798	1435.70	domain	all	0.882374	475	442	1356	788	0.85	0.590	cadherin 6, type 2, K-cadherin
K06799	1379.33	domain	all	0.949323	389	355	1511	790	0.75	0.590	cadherin 7, type 2
K06800	1368.27	domain	trim	0.935724	399	350	1633	799	0.65	0.592	cadherin 8, type 2
K06801	1512.83	domain	all	0.944448	259	249	1114	789	0.57	0.590	cadherin 9, type 2, T1-cadherin
K06802	1462.93	domain	trim	0.907945	426	374	1432	778	0.64	0.591	cadherin 10, type 2, T2-cadherin
K06803	1369.60	domain	all	0.958277	409	362	1113	793	0.99	0.590	cadherin 11, type 2, OB-cadherin
K06804	1247.90	domain	all	0.936501	483	462	1655	807	0.87	0.591	cadherin 12, type 2, N-cadherin 2
K06805	1308.83	domain	all	0.960414	374	355	1410	793	0.84	0.591	cadherin 18, type 2
K06806	1126.37	domain	all	0.888197	260	257	1314	773	1.22	0.591	cadherin 19, type 2
K06807	1297.53	domain	all	0.966938	368	344	1355	799	0.71	0.591	cadherin 20, type 2
K06808	794.37	domain	all	0.986224	382	370	3134	1107	1.23	0.590	cadherin 13, H-cadherin
