K00844	HKhexokinase[EC2.7.1.1]
K21995	CYP77AcytochromeP450family77subfamilyA[EC1.14.-.-]
K15400	HHT1omega-hydroxypalmitateO-feruloyltransferase[EC2.3.1.188]
K17991	PXGperoxygenase[EC1.11.2.3]
K13407	CYP94A1fattyacidomega-hydroxylase[EC1.14.-.-]
K20769	CYP94A5fattyacidomega-hydroxylase[EC1.14.-.-]
K15402	CYP86B1fattyacidomega-hydroxylase[EC1.14.-.-]
K15403	ACEHTHfattyacidomega-hydroxydehydrogenase[EC1.1.-.-]
K15404	K15404CER1aldehydedecarbonylase[EC4.1.99.5]
K15405	MAH1CYP96A15midchainalkanehydroxylase
K13356	FARalcohol-formingfattyacyl-CoAreductase[EC1.2.1.84]
K15406	WSD1wax-estersynthase/diacylglycerolO-acyltransferase[EC2.3.1.752.3.1.20]
K00801	FDFT1farnesyl-diphosphatefarnesyltransferase[EC2.5.1.21]
K00511	SQLEERG1squalenemonooxygenase[EC1.14.14.17]
K23485	AltSQEalternativesqualeneepoxidase[EC1.14.19.-]
K01852	LSSERG7lanosterolsynthase[EC5.4.99.7]
K05917	CYP51sterol14alpha-demethylase[EC1.14.14.1541.14.15.36]
K00222	TM7SF2ERG24Delta14-sterolreductase[EC1.3.1.70]
K19532	LBRDelta14-sterolreductase(lamin-Breceptor)[EC1.3.1.70]
K07750	MESO1ERG25methylsterolmonooxygenase[EC1.14.18.9]
K07748	NSDHLERG26sterol-4alpha-carboxylate3-dehydrogenase(decarboxylating)[EC1.1.1.170]
K09827	ERG273-ketosteroidreductase[EC1.1.1.270]
K13373	HSD17B717beta-estradiol17-dehydrogenase/3beta-hydroxysteroid3-dehydrogenase[EC1.1.1.621.1.1.270]
K01824	EBPcholestenolDelta-isomerase[EC5.3.3.5]
K09828	DHCR24DWF1Delta24-sterolreductase[EC1.3.1.721.3.1.-]
K00227	SC5DLERG3Delta7-sterol5-desaturase[EC1.14.19.20]
K00213	DHCR77-dehydrocholesterolreductase[EC1.3.1.21]
K01052	LIPAlysosomalacidlipase/cholesterylesterhydrolase[EC3.1.1.13]
K12298	CELbilesalt-stimulatedlipase[EC3.1.1.33.1.1.13]
K14674	TGL4TAGlipase/sterylesterhydrolase/phospholipaseA2/LPAacyltransferase[EC3.1.1.33.1.1.133.1.1.42.3.1.51]
K00637	SOATsterolO-acyltransferase[EC2.3.1.26]
K07419	CYP2R1vitaminD25-hydroxylase[EC1.14.14.24]
K07438	CYP27B1calcidiol1-monooxygenase(25-hydroxyvitaminD31alpha-hydroxylase)[EC1.14.15.18]
K21146	CYP105A1vitaminD125-hydroxylase[EC1.14.15.22]
K07436	CYP24A1vitaminD324-hydroxylase[EC1.14.15.16]
K00559	SMT1ERG6sterol24-C-methyltransferase[EC2.1.1.41]
K09829	ERG2C-8sterolisomerase[EC5.-.-.-]
K09831	ERG5CYP61Asterol22-desaturase[EC1.14.19.41]
K00223	ERG4Delta24(24(1))-sterolreductase[EC1.3.1.71]
K01853	CAS1cycloartenolsynthase[EC5.4.99.8]
K14423	SMO1plant44-dimethylsterolC-4alpha-methyl-monooxygenase[EC1.14.18.10]
K23558	3BETAHSDDplant3beta-hydroxysteroid-4alpha-carboxylate3-dehydrogenase[EC1.1.1.418]
K08246	CPI1cycloeucalenolcycloisomerase[EC5.5.1.9]
K08242	E2.1.1.14324-methylenesterolC-methyltransferase[EC2.1.1.143]
K14424	SMO2plant4alpha-monomethylsterolmonooxygenase[EC1.14.18.11]
K09832	CYP710Asterol22-desaturase[EC1.14.19.41]
K07440	CYP46A1cholesterol24-hydroxylase[EC1.14.14.25]
K07439	CYP39A124-hydroxycholesterol7alpha-hydroxylase[EC1.14.14.26]
K12408	HSD3B7cholest-5-ene-3beta7alpha-diol3beta-dehydrogenase[EC1.1.1.181]
K10223	CH25Hcholesterol25-hydroxylase[EC1.14.99.38]
K07430	CYP7B25/26-hydroxycholesterol7alpha-hydroxylase[EC1.14.14.29]
K00489	CYP7A1cholesterol7alpha-monooxygenase[EC1.14.14.23]
K00488	CYP27A1cholestanetriol26-monooxygenase[EC1.14.15.15]
K07431	CYP8B1sterol12-alpha-hydroxylase[EC1.14.14.139]
K00251	AKR1D13-oxo-5-beta-steroid4-dehydrogenase[EC1.3.1.3]
K00037	AKR1C43alpha-hydroxysteroid3-dehydrogenase/chlordeconereductase[EC1.1.1.501.1.1.3571.1.1.225]
K08748	SLC27A5FATP5solutecarrierfamily27(fattyacidtransporter)member5[EC6.2.1.7]
K01796	E5.1.99.4AMACRmcralpha-methylacyl-CoAracemase[EC5.1.99.4]
K10214	ACOX23alpha7alpha12alpha-trihydroxy-5beta-cholestanoyl-CoA24-hydroxylase[EC1.17.99.3]
K12405	HSD17B4(3R)-3-hydroxyacyl-CoAdehydrogenase/3a7a12a-trihydroxy-5b-cholest-24-enoyl-CoAhydratase/enoyl-CoAhydratase2[EC1.1.1.-4.2.1.1074.2.1.119]
K08764	SCP2SCPXsterolcarrierprotein2[EC2.3.1.176]
K11992	ACOT8PTEacyl-CoAthioesterase8[EC3.1.2.27]
K00659	BAATbileacid-CoAaminoacidN-acyltransferase[EC2.3.1.653.1.2.2]
K01442	cbhcholoylglycinehydrolase[EC3.5.1.24]
K00076	hdhA7-alpha-hydroxysteroiddehydrogenase[EC1.1.1.159]
K23231	E1.1.1.2017beta-hydroxysteroiddehydrogenase(NADP+)[EC1.1.1.201]
K22604	E1.1.1.523alpha-hydroxycholanatedehydrogenase(NAD+)[EC1.1.1.52]
K22605	baiA3alpha-hydroxycholanatedehydrogenase(NADP+)[EC1.1.1.392]
K22606	E1.1.1.3913beta-hydroxycholanate3-dehydrogenase(NAD+)[EC1.1.1.391]
K22607	E1.1.1.3933beta-hydroxycholanate3-dehydrogenase(NADP+)[EC1.1.1.393]
K15868	baiBbileacid-coenzymeAligase[EC6.2.1.7]
K15871	baiFbileacidCoA-transferase[EC2.8.3.25]
K15869	baiA3alpha-hydroxybileacid-CoA-ester3-dehydrogenase[EC1.1.1.395]
K15870	baiCD3-oxocholoyl-CoA4-desaturase[EC1.3.1.115]
K15872	baiEbile-acid7alpha-dehydratase[EC4.2.1.106]
K15873	baiH7beta-hydroxy-3-oxochol-24-oyl-CoA4-desaturase[EC1.3.1.116]
K15874	baiIbileacid7beta-dehydratase
K07007	baiN3-dehydro-bileacidDelta46-reductase[EC1.3.1.114]
K00498	CYP11Acholesterolmonooxygenase(side-chain-cleaving)[EC1.14.15.6]
K00512	CYP17Asteroid17alpha-monooxygenase/17alpha-hydroxyprogesteronedeacetylase[EC1.14.14.191.14.14.32]
K01131	STSsteryl-sulfatase[EC3.1.6.2]
K01015	SULT2Balcoholsulfotransferase[EC2.8.2.2]
K00513	CYP21Asteroid21-monooxygenase[EC1.14.14.16]
K00070	HSD3B3beta-hydroxy-Delta5-steroiddehydrogenase/steroidDelta-isomerase[EC1.1.1.1455.3.3.1]
K12343	SRD5A13-oxo-5-alpha-steroid4-dehydrogenase1[EC1.3.1.22]
K12344	SRD5A23-oxo-5-alpha-steroid4-dehydrogenase2[EC1.3.1.22]
K12345	SRD5A33-oxo-5-alpha-steroid4-dehydrogenase3/polyprenolreductase[EC1.3.1.221.3.1.94]
K00089	AKR1C23alpha-hydroxysteroid3-dehydrogenase[EC1.1.1.2131.1.1.357]
K04119	AKR1C3aldo-ketoreductasefamily1memberC3[EC1.1.1.511.1.1.1881.1.1.2131.1.1.357]
K00497	CYP11B1steroid11beta-monooxygenase[EC1.14.15.4]
K07433	CYP11B2steroid11beta-monooxygenase/corticosterone18-monooxygenase[EC1.14.15.41.14.15.5]
K15680	HSD11B1corticosteroid11-beta-dehydrogenaseisozyme1[EC1.1.1.146]
K00071	HSD11B2corticosteroid11-beta-dehydrogenaseisozyme2[EC1.1.1.-]
K00038	E1.1.1.533alpha(or20beta)-hydroxysteroiddehydrogenase[EC1.1.1.53]
K05295	E1.1.1.14920alpha-hydroxysteroiddehydrogenase[EC1.1.1.149]
K00212	AKR1C120alpha/3alpha-hydroxysteroiddehydrogenase/dihydrodioldehydrogenase[EC1.1.1.1491.1.1.3571.3.1.20]
K01016	SULT1E1STEestronesulfotransferase[EC2.8.2.4]
K00044	HSD17B117beta-estradiol17-dehydrogenase[EC1.1.1.62]
K13368	HSD17B217beta-estradiol17-dehydrogenase/3alpha(17beta)-hydroxysteroiddehydrogenase(NAD+)[EC1.1.1.621.1.1.239]
K13369	HSD17B617beta-estradiol17-dehydrogenase/all-trans-retinoldehydrogenase(NAD+)/3alpha(17beta)-hydroxysteroiddehydrogenase(NAD+)[EC1.1.1.621.1.1.1051.1.1.239]
K22970	DHRS1117beta-estradiol17-dehydrogenase/3beta-hydroxysteroid3-dehydrogenase[EC1.1.1.621.1.1.270]
K07408	CYP1A1cytochromeP450family1subfamilyA1[EC1.14.14.1]
K07409	CYP1A2cytochromeP450family1subfamilyA2[EC1.14.14.1]
K07412	CYP2BcytochromeP450family2subfamilyB[EC1.14.14.1]
K07413	CYP2CcytochromeP450family2subfamilyC[EC1.14.14.1]
K07414	CYP2DcytochromeP450family2subfamilyD[EC1.14.14.1]
K17690	CYP3A5cytochromeP450family3subfamilyA5[EC1.14.14.1]
K17691	CYP3A7cytochromeP450family3subfamilyA7[EC1.14.14.1]
K07424	CYP3AcytochromeP450family3subfamilyA[EC1.14.14.1]
K07415	CYP2E1cytochromeP450family2subfamilyE1[EC1.14.14.-]
K17689	CYP3A4cytochromeP450family3subfamilyA4[EC1.14.13.321.14.14.551.14.14.561.14.14.571.14.14.731.14.14.-]
K07410	CYP1B1cytochromeP450family1subfamilyB1[EC1.14.14.1]
K07434	CYP19Aaromatase[EC1.14.14.14]
K25779	HSD17B11hydroxysteroid17betadehydrogenase11[EC1.1.1.-]
K00545	COMTcatecholO-methyltransferase[EC2.1.1.6]
K10207	HSD17B3testosterone17beta-dehydrogenase(NADP+)[EC1.1.1.64]
K05878	dhaKphosphoenolpyruvate---glyceronephosphotransferasesubunitDhaK[EC2.7.1.121]
K05879	dhaLphosphoenolpyruvate---glyceronephosphotransferasesubunitDhaL[EC2.7.1.121]
K05881	dhaMphosphoenolpyruvate---glyceronephosphotransferasesubunitDhaM[EC2.7.1.121]
K22251	golDglyceroldehydrogenase[EC1.1.1.6]
K18097	GCY1glycerol2-dehydrogenase(NADP+)[EC1.1.1.156]
K00864	glpKGKglycerolkinase[EC2.7.1.30]
K24189	GPP(DL)-glycerol-3-phosphatase[EC3.1.3.21]
K06116	GPPglycerol-1-phosphatase[EC3.1.3.21]
K06117	E3.1.3.21glycerol-1-phosphatase[EC3.1.3.21]
K00629	GPAT12glycerol-3-phosphateO-acyltransferase1/2[EC2.3.1.15]
K13506	GPAT34AGPAT9AGPAT6glycerol-3-phosphateO-acyltransferase3/4[EC2.3.1.15]
K13507	GATglycerol-3-phosphateO-acyltransferase/dihydroxyacetonephosphateacyltransferase[EC2.3.1.152.3.1.42]
K00630	ATS1glycerol-3-phosphateO-acyltransferase[EC2.3.1.15]
K13508	GPATglycerol-3-phosphateacyltransferase[EC2.3.1.152.3.1.198]
K00631	plsBglycerol-3-phosphateO-acyltransferase[EC2.3.1.15]
K03621	plsXphosphateacyltransferase[EC2.3.1.274]
K08591	plsYacylphosphateglycerol-3-phosphateacyltransferase[EC2.3.1.275]
K00655	plsC1-acyl-sn-glycerol-3-phosphateacyltransferase[EC2.3.1.51]
K13509	AGPAT12lysophosphatidateacyltransferase[EC2.3.1.51]
K13523	AGPAT34lysophosphatidicacidacyltransferase/lysophosphatidylinositolacyltransferase[EC2.3.1.512.3.1.-]
K19007	AGPAT5lysophosphatidiateacyltransferase[EC2.3.1.51]
K13513	LCLAT1AGPAT8lysocardiolipinandlysophospholipidacyltransferase[EC2.3.1.-2.3.1.51]
K13517	MBOAT12lysophospholipidacyltransferase1/2[EC2.3.1.512.3.1.-]
K13519	LPT1ALE1lysophospholipidacyltransferase[EC2.3.1.512.3.1.232.3.1.-]
K22831	LOA11-acylglycerol-3-phosphateO-acyltransferase[EC2.3.1.51]
K01080	PLPP123phosphatidatephosphatase[EC3.1.3.4]
K15728	LPINphosphatidatephosphataseLPIN[EC3.1.3.4]
K18693	DPP1DPPLPLPP45diacylglyceroldiphosphatephosphatase/phosphatidatephosphatase[EC3.6.1.753.1.3.4]
K00901	dgkADGKdiacylglycerolkinase(ATP)[EC2.7.1.107]
K07029	dagKdiacylglycerolkinase(ATP)[EC2.7.1.107]
K11155	DGAT1diacylglycerolO-acyltransferase1[EC2.3.1.202.3.1.752.3.1.76]
K11160	DGAT2diacylglycerolO-acyltransferase2[EC2.3.1.202.3.1.75]
K14456	MOGAT3MGAT32-acylglycerolO-acyltransferase3[EC2.3.1.202.3.1.22]
K22848	DGAT2diacylglycerolO-acyltransferase2plant[EC2.3.1.20]
K22849	DGAT3diacylglycerolO-acyltransferase3plant[EC2.3.1.20]
K00635	tgswax-dgatdiacylglycerolO-acyltransferase/waxsynthase[EC2.3.1.202.3.1.75]
K18851	fbpdiacylglycerolO-acyltransferase/trehaloseO-mycolyltransferase[EC2.3.1.202.3.1.122]
K00679	E2.3.1.158phospholipiddiacylglycerolacyltransferase[EC2.3.1.158]
K01046	lipTGL2triacylglycerollipase[EC3.1.1.3]
K16816	PNPLA2ATGLpatatin-likephospholipasedomain-containingprotein2[EC3.1.1.3]
K13534	PNPLA3patatin-likephospholipasedomain-containingprotein3[EC3.1.1.32.3.1.-]
K14073	PNLIPPLpancreatictriacylglycerollipase[EC3.1.1.3]
K14074	PNLIPRP1PLRP1pancreaticlipase-relatedprotein1[EC3.1.1.3]
K14075	PNLIPRP2PLRP2pancreaticlipase-relatedprotein2[EC3.1.1.3]
K14076	PNLIPRP3PLRP3pancreaticlipase-relatedprotein3[EC3.1.1.3]
K22283	LIPChepatictriacylglycerollipase[EC3.1.1.3]
K14452	LIPFgastrictriacylglycerollipase[EC3.1.1.3]
K22284	LIPGendotheliallipase[EC3.1.1.3]
K14675	TGL3TAGlipase/lysophosphatidylethanolamineacyltransferase[EC3.1.1.32.3.1.-]
K17900	ATG15AUT5lipaseATG15[EC3.1.1.3]
K01059	LPLlipoproteinlipase[EC3.1.1.34]
K09881	AGKacylglycerolkinase[EC2.7.1.94]
K23736	PHM82-lysophosphatidatephosphatase[EC3.1.3.106]
K23737	NPC32-lysophosphatidatephosphatase[EC3.1.3.106]
K01054	MGLLacylglycerollipase[EC3.1.1.23]
K25824	ABHD16Aabhydrolasedomain-containingprotein16A[EC3.1.1.233.1.-.-]
K14458	MOGAT1MGAT12-acylglycerolO-acyltransferase1[EC2.3.1.22]
K14457	MOGAT2MGAT22-acylglycerolO-acyltransferase2[EC2.3.1.22]
K19002	mgsbgsB12-diacylglycerol3-alpha-glucosyltransferase[EC2.4.1.337]
K03429	ugtPprocessive12-diacylglycerolbeta-glucosyltransferase[EC2.4.1.315]
K19004	K19004processive12-diacylglycerolbeta-glycosyltransferase[EC2.4.1.3152.4.1.-]
K19003	mgdA12-diacylglycerol3-beta-glucosyltransferase[EC2.4.1.336]
K20024	mgdEmonoglucosyldiacylglycerolepimerase[EC5.1.3.34]
K13677	dgsbgsA12-diacylglycerol-3-alpha-glucosealpha-12-glucosyltransferase[EC2.4.1.208]
K19005	ltaSlipoteichoicacidsynthase[EC2.7.8.20]
K22920	UGP3UTP---glucose-1-phosphateuridylyltransferase[EC2.7.7.9]
K06119	SQD2sulfoquinovosyltransferase[EC2.4.1.-]
K03715	MGD12-diacylglycerol3-beta-galactosyltransferase[EC2.4.1.46]
K09480	DGDdigalactosyldiacylglycerolsynthase[EC2.4.1.241]
K21362	SFR2galactolipidgalactosyltransferase[EC2.4.1.184]
K06120	dhaBglyceroldehydrataselargesubunit[EC4.2.1.30]
K06121	dhbCglyceroldehydratasemediumsubunit[EC4.2.1.30]
K06122	dhbEglyceroldehydratasesmallsubunit[EC4.2.1.30]
K00006	GPD1glycerol-3-phosphatedehydrogenase(NAD+)[EC1.1.1.8]
K00057	gpsAglycerol-3-phosphatedehydrogenase(NAD(P)+)[EC1.1.1.94]
K00105	E1.1.3.21alpha-glycerophosphateoxidase[EC1.1.3.21]
K00111	glpAglpDglycerol-3-phosphatedehydrogenase[EC1.1.5.3]
K00112	glpBglycerol-3-phosphatedehydrogenasesubunitB[EC1.1.5.3]
K00113	glpCglycerol-3-phosphatedehydrogenasesubunitC
K00649	GNPATglyceronephosphateO-acyltransferase[EC2.3.1.42]
K06123	AYR11-acylglyceronephosphatereductase[EC1.1.1.101]
K00980	tagDglycerol-3-phosphatecytidylyltransferase[EC2.7.7.39]
K01517	ADPRMmanganese-dependentADP-ribose/CDP-alcoholdiphosphatase[EC3.6.1.133.6.1.163.6.1.53]
K16368	DGK1diacylglycerolkinase(CTP)[EC2.7.1.174]
K00994	CHPT1CPT1diacylglycerolcholinephosphotransferase[EC2.7.8.2]
K13644	CEPT1choline/ethanolaminephosphotransferase[EC2.7.8.12.7.8.2]
K18694	PGC1phosphatidylglycerolphospholipaseC[EC3.1.4.-]
K01115	PLD12phospholipaseD1/2[EC3.1.4.4]
K16860	PLD34phospholipaseD3/4[EC3.1.4.4]
K17717	pldphospholipaseD[EC3.1.4.4]
K00650	LCATlecithin-cholesterolacyltransferase[EC2.3.1.43]
K01047	PLA2GSPLA2secretoryphospholipaseA2[EC3.1.1.4]
K16342	PLA2G4CPLA2cytosolicphospholipaseA2[EC3.1.1.4]
K16343	PLA2G6IPLA2calcium-independentphospholipaseA2[EC3.1.1.4]
K14621	PLB1PLBphospholipaseB1membrane-associated[EC3.1.1.43.1.1.5]
K16817	PLA2G16HRAS-likesuppressor3[EC3.1.1.323.1.1.4]
K01058	pldAphospholipaseA1/A2[EC3.1.1.323.1.1.4]
K13510	LPCAT12lysophosphatidylcholineacyltransferase/lyso-PAFacetyltransferase[EC2.3.1.232.3.1.67]
K13512	LPCAT4AGPAT7lysophospholipidacyltransferase[EC2.3.1.232.3.1.-]
K13515	LPCAT3MBOAT5lysophospholipidacyltransferase5[EC2.3.1.232.3.1.-]
K16818	DAD1phospholipaseA1[EC3.1.1.32]
K22389	LCAT3phospholipaseA1[EC3.1.1.32]
K06900	capVcGAMP-activatedphospholipase[EC3.1.1.323.1.1.-]
K06128	LYPLA1lysophospholipaseI[EC3.1.1.5]
K06129	LYPLA3lysophospholipaseIII[EC3.1.1.5]
K06130	LYPLA2lysophospholipaseII[EC3.1.1.5]
K13333	PLBlysophospholipase[EC3.1.1.5]
K01048	pldBlysophospholipase[EC3.1.1.5]
K14676	NTENRElysophospholipidhydrolase[EC3.1.1.5]
K18695	GPCPD1glycerophosphocholinephosphodiesteraseGPCPD1[EC3.1.4.2]
K18696	GDE1glycerophosphodiesterphosphodiesterase[EC3.1.4.46]
K01126	E3.1.4.46glpQugpQglycerophosphoryldiesterphosphodiesterase[EC3.1.4.46]
K00623	CHATcholineO-acetyltransferase[EC2.3.1.6]
K01049	ACHEacetylcholinesterase[EC3.1.1.7]
K00866	CKI1cholinekinase[EC2.7.1.32]
K14156	CHKcholine/ethanolaminekinase[EC2.7.1.322.7.1.82]
K06124	PHOSPHO1phosphoethanolamine/phosphocholinephosphatase[EC3.1.3.75]
K00968	PCYT1choline-phosphatecytidylyltransferase[EC2.7.7.15]
K00993	EPT1ethanolaminephosphotransferase[EC2.7.8.1]
K25193	SDCserinedecarboxylase[EC4.1.1.-]
K00894	ETNKEKIethanolaminekinase[EC2.7.1.82]
K00967	PCYT2ethanolamine-phosphatecytidylyltransferase[EC2.7.7.14]
K05929	E2.1.1.103NMTphosphoethanolamineN-methyltransferase[EC2.1.1.103]
K04019	eutAethanolamineutilizationproteinEutA
K03735	eutBethanolamineammonia-lyaselargesubunit[EC4.3.1.7]
K03736	eutCethanolamineammonia-lyasesmallsubunit[EC4.3.1.7]
K14286	AGXT2L1ETNPPLethanolamine-phosphatephospho-lyase[EC4.2.3.2]
K00551	PEMTphosphatidylethanolamine/phosphatidyl-N-methylethanolamineN-methyltransferase[EC2.1.1.172.1.1.71]
K16369	CHO2phosphatidylethanolamineN-methyltransferase[EC2.1.1.17]
K00550	PLMTphosphatidyl-N-methylethanolamineN-methyltransferase[EC2.1.1.71]
K00570	pmtAphosphatidylethanolamine/phosphatidyl-N-methylethanolamineN-methyltransferase[EC2.1.1.172.1.1.71]
K01521	cdhCDP-diacylglycerolpyrophosphatase[EC3.6.1.26]
K00981	E2.7.7.41CDS1CDS2cdsAphosphatidatecytidylyltransferase[EC2.7.7.41]
K01004	pcsphosphatidylcholinesynthase[EC2.7.8.24]
K00998	pssACDP-diacylglycerol---serineO-phosphatidyltransferase[EC2.7.8.8]
K17103	CHO1pssACDP-diacylglycerol---serineO-phosphatidyltransferase[EC2.7.8.8]
K13618	PLA1Aphosphatidylserinesn-1acylhydrolase[EC3.1.1.111]
K08729	PTDSS1phosphatidylserinesynthase1[EC2.7.8.-]
K08730	PTDSS2phosphatidylserinesynthase2[EC2.7.8.29]
K01613	psdPISDphosphatidylserinedecarboxylase[EC4.1.1.65]
K00995	pgsAPGS1CDP-diacylglycerol---glycerol-3-phosphate3-phosphatidyltransferase[EC2.7.8.5]
K01094	GEP4phosphatidylglycerophosphataseGEP4[EC3.1.3.27]
K01095	pgpAphosphatidylglycerophosphataseA[EC3.1.3.27]
K01096	pgpBphosphatidylglycerophosphataseB[EC3.1.3.273.6.1.753.1.3.43.6.1.27]
K18697	pgpCphosphatidylglycerophosphataseC[EC3.1.3.27]
K06131	clsABcardiolipinsynthaseA/B[EC2.7.8.-]
K06132	clsCcardiolipinsynthaseC[EC2.7.8.-]
K08744	CRLScardiolipinsynthase(CMP-forming)[EC2.7.8.41]
K13511	TAZmonolysocardiolipinacyltransferase[EC2.3.1.-]
K13535	CLD1cardiolipin-specificphospholipase[EC3.1.1.-]
K13514	LPGAT1lysophosphatidylglycerolacyltransferase1[EC2.3.1.-]
K13516	MBOAT7lysophospholipidacyltransferase7[EC2.3.1.-]
K13621	BTA1betainelipidsynthase
K13622	btaAS-adenosylmethionine-diacylglycerol3-amino-3-carboxypropyltransferase
K13623	btaBS-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase
K00096	araMegsAglycerol-1-phosphatedehydrogenase[NAD(P)+][EC1.1.1.261]
K17104	E2.5.1.41phosphoglycerolgeranylgeranyltransferase[EC2.5.1.41]
K17105	E2.5.1.42geranylgeranylglycerol-phosphategeranylgeranyltransferase[EC2.5.1.42]
K19664	carSCDP-23-bis-(O-geranylgeranyl)-sn-glycerolsynthase[EC2.7.7.67]
K19665	pssAarchaetidylserinesynthase[EC2.7.8.38]
K17830	GGRdigeranylgeranylglycerophospholipidreductase[EC1.3.1.1011.3.7.11]
K07094	pcrBheptaprenylglycerylphosphatesynthase[EC2.5.1.-]
K24872	yvoFheptaprenylglycerolacetyltransferase[EC2.3.1.-]
K00803	AGPSagpSalkyldihydroxyacetonephosphatesynthase[EC2.5.1.26]
K20656	TMEM189plasmanylethanolaminedesaturase[EC1.14.19.77]
K08743	ENPP6ectonucleotidepyrophosphatase/phosphodiesterasefamilymember6[EC3.1.4.-]
K01122	ENPP2ectonucleotidepyrophosphatase/phosphodiesterasefamilymember2[EC3.1.4.39]
K22387	GDPD13GDE47lysophospholipaseD[EC3.1.4.39]
K18575	TMEM86Balkenylglycerophosphocholinehydrolase[EC3.3.2.2]
K04628	CGTUGT8ceramidegalactosyltransferase[EC2.4.1.47]
K01019	GAL3ST1galactosylceramidesulfotransferase[EC2.8.2.11]
K16794	PAFAH1B1LIS1platelet-activatingfactoracetylhydrolaseIBsubunitalpha
K16795	PAFAH1B23platelet-activatingfactoracetylhydrolaseIBsubunitbeta/gamma[EC3.1.1.47]
K01062	PLA2G7PAFAHplatelet-activatingfactoracetylhydrolase[EC3.1.1.47]
K00654	SPTserinepalmitoyltransferase[EC2.3.1.50]
K04708	KDSR3-dehydrosphinganinereductase[EC1.1.1.102]
K04709	LAG1LAC1very-long-chainceramidesynthase[EC2.3.1.297]
K04710	CERS1LASS1sphingoidbaseN-stearoyltransferase[EC2.3.1.299]
K24621	CERS24LASS24very-long-chainceramidesynthase[EC2.3.1.297]
K24622	CERS3LASS3very-long-chainceramidesynthase/ultra-long-chainceramidesynthase[EC2.3.1.2972.3.1.298]
K23727	CERS56LASS56sphingoidbaseN-palmitoyltransferase[EC2.3.1.291]
K12348	ASAH1acidceramidase[EC3.5.1.23]
K12349	ASAH2neutralceramidase[EC3.5.1.23]
K01441	ACER12ASAH3alkalineceramidase[EC3.5.1.23]
K04711	ACER3YDC1dihydroceramidase[EC3.5.1.-]
K04712	DEGSsphingolipid4-desaturase/C4-monooxygenase[EC1.14.19.171.14.18.5]
K04713	SUR2sphinganineC4-monooxygenase[EC1.14.18.5]
K05848	YPC1phytoceramidase[EC3.5.1.-]
K04714	SGMSshingomyelinsynthase[EC2.7.8.27]
K12350	SMPD1ASMsphingomyelinphosphodiesterase[EC3.1.4.12]
K12351	SMPD2sphingomyelinphosphodiesterase2[EC3.1.4.12]
K12352	SMPD3sphingomyelinphosphodiesterase3[EC3.1.4.12]
K12353	SMPD4sphingomyelinphosphodiesterase4[EC3.1.4.12]
K12354	ENPP7ectonucleotidepyrophosphatase/phosphodiesterasefamilymember7[EC3.1.4.12]
K01117	sphsphingomyelinphosphodiesterase[EC3.1.4.12]
K01123	SMaseDsphingomyelinphosphodiesteraseD[EC3.1.4.41]
K04715	CERKceramidekinase[EC2.7.1.138]
K04716	SGPP1sphingosine-1-phosphatephosphatase1[EC3.1.3.-]
K04717	SGPP2sphingosine-1-phosphatephosphotase2[EC3.1.3.-]
K26283	CPESceramidephosphoethanolaminesynthase[EC2.7.8.48]
K23451	LCB3dihydrosphingosine1-phosphatephosphatase[EC3.1.3.-]
K04718	SPHKsphingosinekinase[EC2.7.1.91]
K01634	SGPL1DPL1sphinganine-1-phosphatealdolase[EC4.1.2.27]
K00720	UGCGceramideglucosyltransferase[EC2.4.1.80]
K01201	GBAsrfJglucosylceramidase[EC3.2.1.45]
K17108	GBA2non-lysosomalglucosylceramidase[EC3.2.1.45]
K07553	B4GALT6beta-14-galactosyltransferase6[EC2.4.1.274]
K09905	B4GALT5beta-14-galactosyltransferase5[EC2.4.1.2742.4.1.-]
K01202	GALCgalactosylceramidase[EC3.2.1.46]
K01130	E3.1.6.1arylsulfatase[EC3.1.6.1]
K01134	ARSAarylsulfataseA[EC3.1.6.8]
K01186	NEU1sialidase-1[EC3.2.1.18]
K12357	NEU234sialidase-2/3/4[EC3.2.1.18]
K23550	nanHsialidase[EC3.2.1.18]
K00725	B4GALNT1GALGT(N-Acetylneuraminyl)-galactosylglucosylceramideN-acetylgalactosaminyltransferase[EC2.4.1.92]
K12383	GM2AgangliosideGM2activator
K12382	PSAPSGP1saposin
K00509	PTGS1COX1prostaglandin-endoperoxidesynthase1[EC1.14.99.1]
K11987	PTGS2COX2prostaglandin-endoperoxidesynthase2[EC1.14.99.1]
K15729	PTGESmicrosomalprostaglandin-Esynthase1[EC5.3.99.3]
K05309	PTGES2microsomalprostaglandin-Esynthase2[EC5.3.99.3]
K15730	PTGES3cytosolicprostaglandin-Esynthase[EC5.3.99.3]
K00079	CBR1carbonylreductase1[EC1.1.1.1841.1.1.1891.1.1.197]
K00081	CBR2carbonylreductase2[EC1.1.1.184]
K00084	CBR3carbonylreductase3[EC1.1.1.184]
K15717	PRXL2BFAM213Bprostamide/prostaglandinF2alphasynthase[EC1.11.1.20]
K23486	PGFS911-endoperoxideprostaglandinH2reductase[EC1.1.1.-]
K00069	HPGD15-hydroxyprostaglandindehydrogenase(NAD)[EC1.1.1.141]
K01832	TBXAS1CYP5Athromboxane-Asynthase[EC5.3.99.5]
K01830	PTGDSprostaglandin-H2D-isomerase[EC5.3.99.2]
